,着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,course_len,weather,race_type,ground_state,date,horse_id,jockey_id
201001010101,1,8,10,マーベラスカイザー,牡2,54.0,古川吉洋,1:50.7,,13.7,5.0,470(0),[西] 柴田政見,1800,晴,芝,良,2010年8月14日,2008100961,01015
201001010101,2,6,7,マイネルヴァルム,牡2,54.0,丹内祐次,1:50.9,1.1/2,7.6,4.0,438(+16),[東] 畠山重則,1800,晴,芝,良,2010年8月14日,2008104484,01091
201001010101,3,1,1,エスタンシア,牡2,54.0,秋山真一,1:51.0,3/4,16.3,6.0,482(-2),[西] 鶴留明雄,1800,晴,芝,良,2010年8月14日,2008101585,01019
201001010101,4,4,4,モエロック,牡2,54.0,藤岡佑介,1:51.2,1.1/4,53.1,9.0,470(0),[西] 領家政蔵,1800,晴,芝,良,2010年8月14日,2008104312,01093
201001010101,5,7,9,アドマイヤシケーダ,牝2,54.0,ホワイト,1:51.2,アタマ,2.0,1.0,412(-6),[西] 中尾秀正,1800,晴,芝,良,2010年8月14日,2008102020,05135
201001010101,6,5,5,ライジングサン,牡2,54.0,岩田康誠,1:51.5,1.3/4,71.5,11.0,494(0),[西] 小野幸治,1800,晴,芝,良,2010年8月14日,2008103425,05203
201001010101,7,3,3,リアライズブレイク,牡2,54.0,横山典弘,1:51.7,1,5.2,2.0,444(-6),[西] 森秀行,1800,晴,芝,良,2010年8月14日,2008110044,00660
201001010101,8,6,6,ティアラグラマラス,牝2,54.0,丸田恭介,1:52.0,2,22.1,7.0,434(-6),[東] 池上昌弘,1800,晴,芝,良,2010年8月14日,2008102183,01117
201001010101,9,8,11,デルマガネーシャ,牡2,54.0,中谷雄太,1:52.0,クビ,28.4,8.0,446(0),[東] 和田正道,1800,晴,芝,良,2010年8月14日,2008106047,01038
201001010101,10,7,8,ディーエスラムール,牡2,54.0,勝浦正樹,1:52.2,1.1/2,6.0,3.0,506(+2),[東] 藤原辰雄,1800,晴,芝,良,2010年8月14日,2008104706,01025
201001010101,11,2,2,アグネススコール,牡2,54.0,長谷川浩,1:52.4,1.1/4,71.4,10.0,470(-4),[西] 西浦勝一,1800,晴,芝,良,2010年8月14日,2008102044,01084
201001010102,1,2,2,メイショウヴァルナ,牡3,53.0,川須栄彦,0:59.7,,4.7,3.0,442(-14),[西] 本田優,1000,晴,ダート,良,2010年8月14日,2007106706,01128
201001010102,2,4,4,ケイエスジャパン,牡3,56.0,藤岡佑介,1:00.0,2,5.3,4.0,490(-4),[西] 高橋成忠,1000,晴,ダート,良,2010年8月14日,2007102436,01093
201001010102,3,7,9,メグチャン,牝3,54.0,岩田康誠,1:00.2,1.1/4,3.0,1.0,422(0),[西] 北出成人,1000,晴,ダート,良,2010年8月14日,2007106443,05203
201001010102,4,1,1,ハヤブサイッポン,牡3,56.0,吉田隼人,1:00.8,3.1/2,10.0,5.0,480(-2),[東] 伊藤圭三,1000,晴,ダート,良,2010年8月14日,2007100242,01095
201001010102,5,6,8,サバンナ,牡3,56.0,小林徹弥,1:00.8,クビ,4.4,2.0,424(-16),[西] 小島貞博,1000,晴,ダート,良,2010年8月14日,2007100196,00722
201001010102,6,7,10,グランデメディコ,牡3,56.0,上村洋行,1:00.9,クビ,19.7,7.0,458(0),[西] 飯田雄三,1000,晴,ダート,良,2010年8月14日,2007105584,00709
201001010102,7,3,3,ダイキリー,牡3,56.0,武英智,1:01.0,3/4,15.7,6.0,512(-4),[東] 土田稔,1000,晴,ダート,良,2010年8月14日,2007105521,01048
201001010102,8,8,11,サバイヴアゲン,牡3,56.0,大野拓弥,1:01.3,2,46.8,9.0,528(+8),[東] 中野栄治,1000,晴,ダート,良,2010年8月14日,2007101943,01096
201001010102,9,8,12,ボーレア,牡3,56.0,丸田恭介,1:01.3,クビ,25.4,8.0,488(+14),[東] 佐藤吉勝,1000,晴,ダート,良,2010年8月14日,2007100970,01117
201001010102,10,5,5,シルクフリューゲル,牡3,56.0,丹内祐次,1:01.5,1.1/4,127.4,10.0,474(+2),[東] 大江原哲,1000,晴,ダート,良,2010年8月14日,2007104643,01091
201001010102,11,5,6,セイオウボ,牝3,51.0,西村太一,1:01.6,1/2,350.7,12.0,486(+10),[東] 和田正道,1000,晴,ダート,良,2010年8月14日,2007102377,01131
201001010102,12,6,7,スプリングエンネ,牡3,56.0,黛弘人,1:07.4,大,166.2,11.0,512(0),[東] 松永康利,1000,晴,ダート,良,2010年8月14日,2007101179,01109
201001010103,1,5,7,ブレイブフェイス,牡3,56.0,秋山真一,1:47.8,,62.4,8.0,468(-4),[西] 増本豊,1700,晴,ダート,良,2010年8月14日,2007100791,01019
201001010103,2,6,9,オメガキングコング,牡3,56.0,三浦皇成,1:47.9,3/4,19.6,4.0,486(+2),[西] 角居勝彦,1700,晴,ダート,良,2010年8月14日,2007102744,01122
201001010103,3,7,11,ガラパ,牡3,56.0,ホワイト,1:47.9,ハナ,2.7,2.0,480(-12),[西] 加用正,1700,晴,ダート,良,2010年8月14日,2007101620,05135
201001010103,4,1,1,グランフィールド,牝3,54.0,大野拓弥,1:48.0,クビ,30.1,6.0,418(-2),[西] 岩元市三,1700,晴,ダート,良,2010年8月14日,2007106447,01096
201001010103,4,2,2,スカイサーファー,牡3,56.0,岩田康誠,1:48.0,同着,7.7,3.0,482(-2),[西] 音無秀孝,1700,晴,ダート,良,2010年8月14日,2007102920,05203
201001010103,6,8,13,サトノファルコン,牡3,56.0,横山典弘,1:48.3,2,1.8,1.0,480(0),[東] 藤沢和雄,1700,晴,ダート,良,2010年8月14日,2007102809,00660
201001010103,7,4,5,マイネルガンバ,牡3,56.0,丹内祐次,1:48.5,3/4,36.8,7.0,496(-8),[東] 畠山重則,1700,晴,ダート,良,2010年8月14日,2007104910,01091
201001010103,8,7,10,カトルズメテオ,牡3,56.0,勝浦正樹,1:48.5,アタマ,23.0,5.0,490(-4),[東] 杉浦宏昭,1700,晴,ダート,良,2010年8月14日,2007100421,01025
201001010103,9,3,3,マイフェイヴァー,牡3,56.0,黛弘人,1:49.0,3,165.6,10.0,458(+4),[東] 佐藤全弘,1700,晴,ダート,良,2010年8月14日,2007106125,01109
201001010103,10,8,12,テイエムスプリング,牝3,54.0,斉藤正弘,1:49.1,1/2,198.1,12.0,432(+2),[西] 五十嵐忠,1700,晴,ダート,良,2010年8月14日,2007106030,05094
201001010103,11,6,8,レイディオドリーム,牝3,54.0,宮崎北斗,1:49.4,2,284.9,13.0,402(-16),[東] 嶋田潤,1700,晴,ダート,良,2010年8月14日,2007104107,01118
201001010103,12,5,6,クリノイマジン,牡3,56.0,吉田隼人,1:49.7,1.3/4,137.0,9.0,446(-6),[東] 石毛善彦,1700,晴,ダート,良,2010年8月14日,2007106147,01095
201001010103,13,4,4,ベルモントリコ,牝3,54.0,中谷雄太,1:50.2,3,185.0,11.0,414(-12),[東] 嶋田潤,1700,晴,ダート,良,2010年8月14日,2007104938,01038
201001010104,1,7,9,グランプリボス,牡2,54.0,岩田康誠,1:29.5,,11.3,6.0,508(0),[西] 矢作芳人,1500,晴,芝,良,2010年8月14日,2008103388,05203
201001010104,2,3,3,オールアズワン,牡2,54.0,安藤勝己,1:29.6,1/2,2.9,1.0,466(0),[西] 領家政蔵,1500,晴,芝,良,2010年8月14日,2008104316,00945
201001010104,3,8,12,ラベンダーラッシー,牝2,54.0,ホワイト,1:30.3,4,8.5,4.0,440(0),[西] 須貝尚介,1500,晴,芝,良,2010年8月14日,2008105648,05135
201001010104,4,6,8,ジョウノアラミス,牡2,54.0,藤岡佑介,1:30.5,1.1/4,48.3,9.0,470(0),[西] 牧浦充徳,1500,晴,芝,良,2010年8月14日,2008105526,01093
201001010104,5,1,1,メーヴェ,牝2,54.0,横山典弘,1:30.8,2,4.7,3.0,462(0),[東] 栗田博憲,1500,晴,芝,良,2010年8月14日,2008110046,00660
201001010104,6,5,6,アドマイヤアキーダ,牝2,54.0,勝浦正樹,1:30.8,クビ,16.6,7.0,434(0),[東] 戸田博文,1500,晴,芝,良,2010年8月14日,2008102628,01025
201001010104,7,6,7,ショウナンカライス,牡2,54.0,中舘英二,1:31.1,1.3/4,95.2,11.0,516(0),[東] 本間忍,1500,晴,芝,良,2010年8月14日,2008102662,00635
201001010104,8,4,4,マイネルムジカ,牡2,54.0,大野拓弥,1:31.2,3/4,11.1,5.0,476(0),[西] 中村均,1500,晴,芝,良,2010年8月14日,2008104941,01096
201001010104,9,5,5,コスモインスパイア,牡2,54.0,三浦皇成,1:31.4,1.1/4,3.8,2.0,450(0),[東] 稲葉隆一,1500,晴,芝,良,2010年8月14日,2008105894,01122
201001010104,10,2,2,シゲルトウカツカン,牡2,54.0,長谷川浩,1:32.8,9,85.5,10.0,456(0),[西] 小原伊佐,1500,晴,芝,良,2010年8月14日,2008101143,01084
201001010104,11,8,11,ベルモントスコッチ,牡2,54.0,丸田恭介,1:33.1,2,32.3,8.0,454(0),[東] 和田正道,1500,晴,芝,良,2010年8月14日,2008104972,01117
201001010104,12,7,10,レモンマートル,牝2,54.0,黛弘人,1:34.7,10,248.6,12.0,492(0),[東] 保田一隆,1500,晴,芝,良,2010年8月14日,2008104678,01109
201001010105,1,3,3,レオプレシャス,牡3,56.0,ホワイト,1:46.8,,8.1,7.0,472(-4),[東] 堀宣行,1700,晴,ダート,良,2010年8月14日,2007101498,05135
201001010105,2,1,1,ボストンプラチナ,牡3,56.0,宮崎北斗,1:47.4,3.1/2,5.1,2.0,438(-4),[東] 嶋田功,1700,晴,ダート,良,2010年8月14日,2007105267,01118
201001010105,3,5,7,ダイビングキャッチ,牡3,56.0,岩田康誠,1:47.5,1/2,7.3,4.0,444(0),[東] 柴崎勇,1700,晴,ダート,良,2010年8月14日,2007105257,05203
201001010105,4,8,13,トーセンディオール,牝3,54.0,上村洋行,1:47.7,1.1/4,7.7,5.0,466(+6),[西] 友道康夫,1700,晴,ダート,良,2010年8月14日,2007103222,00709
201001010105,5,5,6,グルーヴィーコマチ,牝3,54.0,大野拓弥,1:47.8,1/2,28.6,8.0,446(-4),[西] 山内研二,1700,晴,ダート,良,2010年8月14日,2007104562,01096
201001010105,6,2,2,クジュウクシマ,牡3,56.0,藤岡佑介,1:47.9,3/4,3.8,1.0,452(-6),[西] 白井寿昭,1700,晴,ダート,良,2010年8月14日,2007100580,01093
201001010105,7,7,11,クルールヴィオラ,牝3,54.0,勝浦正樹,1:48.5,3.1/2,6.3,3.0,420(-4),[東] 高木登,1700,晴,ダート,良,2010年8月14日,2007102093,01025
201001010105,8,6,8,ラヴァリーグロリア,牝3,54.0,古川吉洋,1:48.8,2,66.0,11.0,452(+4),[東] 岩戸孝樹,1700,晴,ダート,良,2010年8月14日,2007104809,01015
201001010105,9,6,9,アスカノイオン,牝3,54.0,武幸四郎,1:49.8,6,32.6,10.0,466(-6),[西] 北出成人,1700,晴,ダート,良,2010年8月14日,2007106607,01026
201001010105,10,4,4,マイネルイーガー,牡3,56.0,丹内祐次,1:49.9,3/4,32.3,9.0,556(-2),[東] 堀井雅広,1700,晴,ダート,良,2010年8月14日,2007106189,01091
201001010105,11,4,5,サワヤカスマイル,牝3,54.0,長谷川浩,1:50.1,3/4,7.8,6.0,446(-6),[西] 西橋豊治,1700,晴,ダート,良,2010年8月14日,2007102341,01084
201001010105,12,8,12,ディープドリーム,牡3,53.0,川須栄彦,1:50.2,3/4,76.7,12.0,446(-16),[西] 本田優,1700,晴,ダート,良,2010年8月14日,2007102100,01128
201001010105,取,7,10,ブライトベイ,牡3,56.0,藤田伸二,,,---,,計不,[東] 中川公成,1700,晴,ダート,良,2010年8月14日,2007101371,00705
201001010106,1,3,5,リッツィースター,牡3,56.0,吉田隼人,2:02.2,2.1/2,8.6,4.0,472(-4),[東] 柴田政人,2000,晴,芝,良,2010年8月14日,2007100091,01095
201001010106,2,4,8,ニシノマザーアース,牝3,54.0,藤田伸二,2:02.4,1.1/4,46.6,9.0,462(-6),[東] 水野貴広,2000,晴,芝,良,2010年8月14日,2007102501,00705
201001010106,3,6,11,オウケンドラゴン,牡3,56.0,横山典弘,2:02.5,3/4,6.0,2.0,462(-12),[西] 小崎憲,2000,晴,芝,良,2010年8月14日,2007103125,00660
201001010106,4,5,10,シャインドリーム,牝3,54.0,三浦皇成,2:02.5,ハナ,13.0,5.0,416(-2),[東] 根本康広,2000,晴,芝,良,2010年8月14日,2007102773,01122
201001010106,5,3,6,マチカネドウドウ,牡3,56.0,岩田康誠,2:02.7,1.1/4,14.4,6.0,456(-2),[西] 藤岡健一,2000,晴,芝,良,2010年8月14日,2007103286,05203
201001010106,6,2,4,ウォータークーゲル,セ3,53.0,川須栄彦,2:02.7,クビ,62.6,10.0,404(+2),[西] 田所秀孝,2000,晴,芝,良,2010年8月14日,2007102276,01128
201001010106,7,1,2,トウカイフォスター,牝3,54.0,中舘英二,2:03.2,3,101.1,12.0,432(+24),[東] 成島英春,2000,晴,芝,良,2010年8月14日,2007101523,00635
201001010106,8,7,13,フェアリーナカヤマ,牝3,54.0,古川吉洋,2:03.5,1.3/4,32.1,7.0,418(-4),[東] 鈴木伸尋,2000,晴,芝,良,2010年8月14日,2007102193,01015
201001010106,9,4,7,ブロンドペタル,牝3,54.0,柴山雄一,2:03.6,クビ,112.3,13.0,446(-6),[東] 牧光二,2000,晴,芝,良,2010年8月14日,2007104053,05243
201001010106,10,2,3,ノートルアンジュ,牝3,54.0,藤岡佑介,2:03.9,1.3/4,6.2,3.0,416(-12),[西] 庄野靖志,2000,晴,芝,良,2010年8月14日,2007109168,01093
201001010106,11(降),6,12,サクラエンブレム,牡3,56.0,ホワイト,2:01.8,,1.9,1.0,494(-2),[西] 池江泰郎,2000,晴,芝,良,2010年8月14日,2007100396,05135
201001010106,12,8,16,デルマユリア,牝3,54.0,中谷雄太,2:03.9,クビ,299.8,16.0,416(+12),[東] 堀井雅広,2000,晴,芝,良,2010年8月14日,2007103167,01038
201001010106,13,7,14,ハマノドリーム,牡3,56.0,丹内祐次,2:04.0,クビ,276.5,15.0,456(-8),[東] 天間昭一,2000,晴,芝,良,2010年8月14日,2007105889,01091
201001010106,14,1,1,ロスマリン,牝3,54.0,芹沢純一,2:04.1,3/4,86.2,11.0,460(+8),[西] 加藤敬二,2000,晴,芝,良,2010年8月14日,2007102462,00674
201001010106,15,5,9,アドマイヤシャープ,牡3,56.0,安藤勝己,2:04.8,4,33.5,8.0,452(0),[西] 松田博資,2000,晴,芝,良,2010年8月14日,2007103075,00945
201001010106,16,8,15,グローリースウェア,牡3,56.0,丸田恭介,2:05.8,6,122.9,14.0,470(-10),[東] 高橋義博,2000,晴,芝,良,2010年8月14日,2007103310,01117
201001010107,1,5,5,マチカネヒヨドリ,牡4,57.0,岩田康誠,2:34.5,,6.5,3.0,450(+4),[東] 小島茂之,2400,晴,ダート,良,2010年8月14日,2006106115,05203
201001010107,2,4,4,レオプラズマ,牡5,57.0,横山典弘,2:34.7,1.1/4,1.6,1.0,492(+4),[東] 的場均,2400,晴,ダート,良,2010年8月14日,2005103996,00660
201001010107,3,1,1,サクラシザーズ,牡5,57.0,藤岡佑介,2:35.0,2,24.2,6.0,510(0),[西] 梅田智之,2400,晴,ダート,良,2010年8月14日,2005100833,01093
201001010107,4,2,2,キーネプチューン,牡4,57.0,長谷川浩,2:35.0,クビ,38.6,8.0,464(-2),[西] 田所秀孝,2400,晴,ダート,良,2010年8月14日,2006100064,01084
201001010107,5,3,3,モンピュア,牝4,52.0,西村太一,2:35.2,1.1/2,82.3,11.0,426(-2),[西] 森秀行,2400,晴,ダート,良,2010年8月14日,2006110033,01131
201001010107,6,8,10,アドマイヤマリン,牝3,52.0,勝浦正樹,2:35.2,アタマ,16.5,4.0,504(+4),[西] 橋田満,2400,晴,ダート,良,2010年8月14日,2007103338,01025
201001010107,7,6,7,グルーオン,セ5,57.0,柴山雄一,2:35.3,1/2,30.7,7.0,476(+2),[東] 大竹正博,2400,晴,ダート,良,2010年8月14日,2005100811,05243
201001010107,8,7,8,アグネスフリーダム,牡5,57.0,藤田伸二,2:35.4,クビ,43.9,10.0,466(+8),[西] 長浜博之,2400,晴,ダート,良,2010年8月14日,2005102196,00705
201001010107,9,8,11,ベルフリー,牡7,57.0,三浦皇成,2:36.0,3.1/2,17.4,5.0,510(+8),[西] 西園正都,2400,晴,ダート,良,2010年8月14日,2003102983,01122
201001010107,10,6,6,ジュヌドラゴン,牡3,54.0,ホワイト,2:36.2,1.1/2,5.3,2.0,476(+4),[東] 小島茂之,2400,晴,ダート,良,2010年8月14日,2007102881,05135
201001010107,11,7,9,スマートファントム,牡5,57.0,中舘英二,2:37.5,8,39.4,9.0,512(+6),[西] 宮徹,2400,晴,ダート,良,2010年8月14日,2005102668,00635
201001010108,1,4,4,ブルーミングアレー,牝3,52.0,三浦皇成,2:01.4,,2.1,1.0,486(+12),[東] 小島茂之,2000,晴,芝,良,2010年8月14日,2007102912,01122
201001010108,2,1,1,レジェンドブルー,牝4,55.0,岩田康誠,2:01.6,1.1/4,2.9,2.0,452(0),[西] 宮徹,2000,晴,芝,良,2010年8月14日,2006100820,05203
201001010108,3,6,8,ナムラアーガス,牡4,57.0,古川吉洋,2:01.7,1/2,48.5,9.0,482(-2),[西] 福島信晴,2000,晴,芝,良,2010年8月14日,2006101433,01015
201001010108,4,2,2,オブコース,牡5,57.0,上村洋行,2:01.7,クビ,14.4,5.0,416(-10),[西] 飯田雄三,2000,晴,芝,良,2010年8月14日,2005102458,00709
201001010108,5,6,7,セイカカリンバ,セ5,57.0,柴山雄一,2:01.8,クビ,36.7,7.0,470(+6),[東] 相沢郁,2000,晴,芝,良,2010年8月14日,2005109203,05243
201001010108,6,5,6,セイクリッドセブン,牡3,54.0,安藤勝己,2:01.9,3/4,10.2,4.0,460(+4),[西] 松田博資,2000,晴,芝,良,2010年8月14日,2007103008,00945
201001010108,7,7,10,バイタルシチー,牡4,57.0,丸田恭介,2:02.2,1.3/4,45.5,8.0,474(-6),[東] 相沢郁,2000,晴,芝,良,2010年8月14日,2006106632,01117
201001010108,8,7,9,コスモメドウ,牡3,54.0,丹内祐次,2:02.3,3/4,9.5,3.0,464(+12),[東] 畠山重則,2000,晴,芝,良,2010年8月14日,2007110045,01091
201001010108,9,3,3,メイショウベーネ,牝5,55.0,大野拓弥,2:02.4,クビ,66.9,11.0,470(-2),[西] 荒川義之,2000,晴,芝,良,2010年8月14日,2005106274,01096
201001010108,10,5,5,ツクバエンジェル,牝3,52.0,中舘英二,2:02.5,1/2,59.9,10.0,492(0),[東] 尾形充弘,2000,晴,芝,良,2010年8月14日,2007106196,00635
201001010108,11,8,12,アイヌモシリ,牡3,54.0,斉藤正弘,2:02.5,クビ,230.1,12.0,450(-4),[地] 米川昇,2000,晴,芝,良,2010年8月14日,2007100713,05094
201001010108,12,8,11,ラガーアンバー,牡3,54.0,吉田隼人,2:03.5,6,24.5,6.0,462(+4),[東] 和田正一,2000,晴,芝,良,2010年8月14日,2007100303,01095
201001010109,1,3,6,トウカイミステリー,牝4,54.0,武幸四郎,1:08.5,,10.1,5.0,460(+2),[西] 安田隆行,1200,晴,芝,良,2010年8月14日,2006103886,01026
201001010109,2,3,5,ローズカットダイヤ,牝5,54.0,秋山真一,1:08.6,1/2,4.7,1.0,460(+4),[西] 平田修,1200,晴,芝,良,2010年8月14日,2005102310,01019
201001010109,3,4,8,デリキットピース,牝4,55.0,藤田伸二,1:08.6,ハナ,6.1,2.0,430(-4),[東] 鹿戸雄一,1200,晴,芝,良,2010年8月14日,2006103004,00705
201001010109,4,6,12,アグネスナチュラル,牝4,54.0,ホワイト,1:08.6,クビ,14.4,9.0,476(-4),[西] 長浜博之,1200,晴,芝,良,2010年8月14日,2006102875,05135
201001010109,5,7,14,セブンシークィーン,牝4,55.0,岩田康誠,1:08.7,3/4,6.6,4.0,482(+6),[西] 南井克巳,1200,晴,芝,良,2010年8月14日,2006101515,05203
201001010109,6,5,9,ルシュクル,牝4,53.0,四位洋文,1:08.8,1/2,6.5,3.0,508(+12),[西] 中竹和也,1200,晴,芝,良,2010年8月14日,2006104724,00700
201001010109,7,2,4,オリオンザドンペリ,牡6,54.0,勝浦正樹,1:08.9,1/2,39.8,12.0,494(+2),[東] 小西一男,1200,晴,芝,良,2010年8月14日,2004107268,01025
201001010109,8,2,3,モトヒメ,牝3,52.0,大野拓弥,1:08.9,クビ,12.8,7.0,448(-8),[東] 松永康利,1200,晴,芝,良,2010年8月14日,2007100092,01096
201001010109,9,1,1,インプレスウィナー,牡3,53.0,丸田恭介,1:09.0,1/2,11.0,6.0,448(-2),[東] 宗像義忠,1200,晴,芝,良,2010年8月14日,2007106743,01117
201001010109,10,8,15,ツクバホクトオー,牡4,56.0,吉田隼人,1:09.0,ハナ,20.0,10.0,462(-6),[東] 尾形充弘,1200,晴,芝,良,2010年8月14日,2006101987,01095
201001010109,11,1,2,ジョイントスターズ,牡9,53.0,中舘英二,1:09.1,3/4,96.5,14.0,472(-4),[東] 加藤和宏,1200,晴,芝,良,2010年8月14日,2001107725,00635
201001010109,12,8,16,ファルクス,牡5,55.0,宮崎北斗,1:09.2,クビ,22.3,11.0,486(-4),[西] 羽月友彦,1200,晴,芝,良,2010年8月14日,2005102588,01118
201001010109,13,4,7,エネルマオー,牡8,54.0,小林徹弥,1:09.3,1/2,123.4,15.0,462(-8),[西] 宮本博,1200,晴,芝,良,2010年8月14日,2002103847,00722
201001010109,14,5,10,プレンティフェスタ,牝5,53.0,斉藤正弘,1:09.6,2,40.7,13.0,470(-4),[東] 加藤征弘,1200,晴,芝,良,2010年8月14日,2005102401,05094
201001010109,15,6,11,コスモクリスタル,牝4,53.0,丹内祐次,1:09.7,3/4,13.0,8.0,474(+4),[西] 田所秀孝,1200,晴,芝,良,2010年8月14日,2006105174,01091
201001010109,16,7,13,リッカバクシンオ,牡8,54.0,安藤光彰,1:09.7,クビ,251.8,16.0,470(+2),[西] 藤沢則雄,1200,晴,芝,良,2010年8月14日,2002107441,00836
201001010110,1,4,4,アースマリン,牝5,55.0,岩田康誠,1:47.0,,6.1,4.0,464(-2),[東] 小西一男,1700,晴,ダート,良,2010年8月14日,2005106900,05203
201001010110,2,7,7,ヤマニンギモーヴ,牝3,52.0,古川吉洋,1:47.1,3/4,11.4,5.0,480(+2),[西] 柴田政見,1700,晴,ダート,良,2010年8月14日,2007104727,01015
201001010110,3,3,3,オンザスローン,牝4,55.0,藤田伸二,1:47.3,1.1/2,18.2,6.0,428(0),[東] 成島英春,1700,晴,ダート,良,2010年8月14日,2006106150,00705
201001010110,4,8,10,ベルモントダイヤ,牝4,55.0,中谷雄太,1:47.8,3,81.2,9.0,506(-4),[東] 堀井雅広,1700,晴,ダート,良,2010年8月14日,2006104909,01038
201001010110,5,1,1,クナンガン,牝3,52.0,藤岡佑介,1:47.9,1/2,5.8,2.0,470(-14),[東] 斎藤誠,1700,晴,ダート,良,2010年8月14日,2007105242,01093
201001010110,6,5,5,ピロートーク,牝4,55.0,吉田隼人,1:47.9,ハナ,79.6,8.0,416(+2),[東] 藤原辰雄,1700,晴,ダート,良,2010年8月14日,2006101323,01095
201001010110,7,2,2,ユキノクイーン,牝4,55.0,安藤勝己,1:48.3,2.1/2,6.1,3.0,462(+4),[東] 清水美波,1700,晴,ダート,良,2010年8月14日,2006101447,00945
201001010110,8,7,8,マスターコーク,牝4,55.0,武豊,1:48.4,クビ,1.9,1.0,446(-4),[東] 小島太,1700,晴,ダート,良,2010年8月14日,2006102307,00666
201001010110,9,8,9,ラッキーフラワー,牝4,55.0,勝浦正樹,1:48.4,クビ,27.9,7.0,412(-2),[東] 杉浦宏昭,1700,晴,ダート,良,2010年8月14日,2006100847,01025
201001010110,10,6,6,ドンダケー,牝5,52.0,川須栄彦,1:48.6,1.1/4,129.6,10.0,458(+8),[東] 萱野浩二,1700,晴,ダート,良,2010年8月14日,2005101726,01128
201001010111,1,4,6,トゥニーポート,牝3,52.0,藤田伸二,1:48.0,,12.2,4.0,448(+2),[西] 加用正,1800,晴,芝,良,2010年8月14日,2007101514,00705
201001010111,2,8,13,アマファソン,牝3,52.0,岩田康誠,1:48.2,1.1/4,8.3,3.0,468(-8),[西] 松田博資,1800,晴,芝,良,2010年8月14日,2007103118,05203
201001010111,3,3,4,パールシャドウ,牝4,55.0,横山典弘,1:48.3,1/2,3.1,2.0,464(+8),[東] 手塚貴久,1800,晴,芝,良,2010年8月14日,2006103035,00660
201001010111,4,5,8,オメガブルーハワイ,牝3,52.0,藤岡佑介,1:48.3,アタマ,22.7,6.0,454(+24),[西] 笹田和秀,1800,晴,芝,良,2010年8月14日,2007102743,01093
201001010111,5,2,2,マイネエアウエイ,牝5,55.0,大野拓弥,1:48.5,1.1/4,47.1,12.0,430(0),[東] 稲葉隆一,1800,晴,芝,良,2010年8月14日,2005105491,01096
201001010111,6,1,1,ベルスリーブ,牝5,55.0,ホワイト,1:48.5,ハナ,24.2,8.0,500(+2),[東] 尾関知人,1800,晴,芝,良,2010年8月14日,2005102620,05135
201001010111,7,7,11,マイネノーブレス,牝3,52.0,三浦皇成,1:48.6,1/2,41.4,10.0,442(+16),[東] 大竹正博,1800,晴,芝,良,2010年8月14日,2007105000,01122
201001010111,8,7,12,キシュウグラシア,牝4,55.0,柴山雄一,1:48.7,3/4,99.9,13.0,486(+12),[西] 安達昭夫,1800,晴,芝,良,2010年8月14日,2006105852,05243
201001010111,9,6,10,パーソナルブレーン,牝4,55.0,武豊,1:48.7,クビ,23.9,7.0,448(+4),[西] 田所秀孝,1800,晴,芝,良,2010年8月14日,2006102301,00666
201001010111,10,4,5,ニチドウルチル,牝3,52.0,小林徹弥,1:48.8,クビ,38.5,9.0,476(-6),[西] 小島貞博,1800,晴,芝,良,2010年8月14日,2007103476,00722
201001010111,11,3,3,テイラーバートン,牝3,52.0,四位洋文,1:48.8,クビ,2.3,1.0,474(0),[西] 角居勝彦,1800,晴,芝,良,2010年8月14日,2007102903,00700
201001010111,12,8,14,デコルテ,牝3,52.0,吉田隼人,1:49.4,3.1/2,22.2,5.0,456(+4),[西] 松田国英,1800,晴,芝,良,2010年8月14日,2007100210,01095
201001010111,13,5,7,ケイエスユリ,牝6,55.0,勝浦正樹,1:49.6,1.1/4,260.8,14.0,484(+22),[西] 高橋成忠,1800,晴,芝,良,2010年8月14日,2004102502,01025
201001010111,14,6,9,バイタルスタイル,牝3,52.0,古川吉洋,1:49.8,1.1/4,43.0,11.0,468(+8),[東] 池上昌弘,1800,晴,芝,良,2010年8月14日,2007101001,01015
201001010112,1,5,9,リキサンシンオー,セ4,57.0,藤田伸二,1:09.3,,2.5,1.0,470(-4),[西] 昆貢,1200,晴,芝,良,2010年8月14日,2006105020,00705
201001010112,2,5,10,バクシンミノル,牡5,57.0,岩田康誠,1:09.3,クビ,35.3,10.0,494(-6),[西] 南井克巳,1200,晴,芝,良,2010年8月14日,2005105101,05203
201001010112,3,4,7,プリンセスパトラ,牝4,55.0,三浦皇成,1:09.4,クビ,16.8,7.0,448(-12),[東] 小桧山悟,1200,晴,芝,良,2010年8月14日,2006101706,01122
201001010112,4,1,1,サアドウゾ,牝4,55.0,古川吉洋,1:09.5,1/2,32.1,8.0,446(-4),[西] 田中章博,1200,晴,芝,良,2010年8月14日,2006101135,01015
201001010112,5,7,13,ワールドワン,牝4,52.0,川須栄彦,1:09.7,1.1/2,4.1,2.0,440(0),[西] 池添兼雄,1200,晴,芝,良,2010年8月14日,2006101816,01128
201001010112,6,6,11,ビバサムシング,牝3,52.0,丸田恭介,1:09.7,クビ,12.8,5.0,468(-4),[東] 小林常泰,1200,晴,芝,良,2010年8月14日,2007104455,01117
