,着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,course_len,weather,race_type,ground_state,date,horse_id,jockey_id
201001010211,10,6,6,キクノプログレッソ,牡7,51.0,丸田恭介,2:41.7,1.1/4,176.2,11.0,510(-4),[西] 南井克巳,2600,曇,芝,良,2010年8月15日,2003104526,01117
201001010211,11,7,8,ニシノラブキング,牡4,54.0,武豊,2:42.0,2,29.1,8.0,480(-2),[西] 浅見秀一,2600,曇,芝,良,2010年8月15日,2006102572,00666
201001010212,1,8,13,ネコパンチ,牡4,57.0,丸田恭介,1:29.2,,9.7,6.0,466(0),[東] 小林常泰,1500,曇,芝,良,2010年8月15日,2006106383,01117
201001010212,2,2,2,フィックルベリー,牝5,55.0,藤田伸二,1:29.2,ハナ,3.7,1.0,428(-6),[西] 大久保龍,1500,曇,芝,良,2010年8月15日,2005110002,00705
201001010212,3,4,6,ザバトルユージロー,牡4,57.0,横山典弘,1:29.2,アタマ,6.8,4.0,434(-6),[西] 本田優,1500,曇,芝,良,2010年8月15日,2006103987,00660
201001010212,4,8,14,ヤサシイキモチ,牝5,55.0,武豊,1:29.7,3,5.5,3.0,468(-6),[西] 梅田智之,1500,曇,芝,良,2010年8月15日,2005105195,00666
201001010212,5,6,9,ブリリアントマリー,牝5,55.0,藤岡佑介,1:29.7,クビ,91.2,13.0,428(+6),[東] 田村康仁,1500,曇,芝,良,2010年8月15日,2005106323,01093
201001010212,6,1,1,ゴールドサクセス,牡5,57.0,荻野琢真,1:29.9,1.1/4,38.6,9.0,460(+6),[西] 大久保龍,1500,曇,芝,良,2010年8月15日,2005105566,01112
201001010212,7,3,4,タマモユニヴァース,牡4,57.0,中舘英二,1:30.0,3/4,12.8,7.0,474(-2),[西] 小原伊佐,1500,曇,芝,良,2010年8月15日,2006104989,00635
201001010212,8,5,8,ナリタブルースター,牝3,52.0,佐藤哲三,1:30.1,3/4,13.3,8.0,498(+34),[西] 中尾秀正,1500,曇,芝,良,2010年8月15日,2007102800,00682
201001010212,9,6,10,ベストブルーム,牡3,54.0,四位洋文,1:30.2,1/2,7.6,5.0,446(+6),[西] 森秀行,1500,曇,芝,良,2010年8月15日,2007102821,00700
201001010212,10,5,7,メイショウボナール,牝4,55.0,池添謙一,1:30.3,3/4,5.3,2.0,464(-12),[西] 池添兼雄,1500,曇,芝,良,2010年8月15日,2006101902,01032
201001010212,11,7,11,スターリースカイ,牝4,55.0,柴原央明,1:30.3,クビ,76.7,11.0,434(+2),[西] 田中章博,1500,曇,芝,良,2010年8月15日,2006102203,01074
201001010212,12,3,3,ラブアダブダブ,牝4,55.0,岩田康誠,1:30.5,1,64.5,10.0,466(+16),[東] 加藤征弘,1500,曇,芝,良,2010年8月15日,2006110032,05203
201001010212,13,4,5,ハーバーブリッジ,牡5,57.0,宮崎北斗,1:30.8,2,147.0,14.0,500(+10),[西] 小原伊佐,1500,曇,芝,良,2010年8月15日,2005103464,01118
201001010212,14,7,12,コパノシンオー,牡5,57.0,武幸四郎,1:31.0,1.1/4,90.8,12.0,438(-8),[東] 武藤善則,1500,曇,芝,良,2010年8月15日,2005100517,01026
201001010301,1,5,5,リアライズナラック,牝2,54.0,岩田康誠,1:00.5,,3.2,2.0,466(-4),[西] 森秀行,1000,晴,ダート,良,2010年8月21日,2008110032,05203
201001010301,2,6,6,サウンドマンボ,牝2,54.0,小林徹弥,1:01.1,3.1/2,3.1,1.0,414(-8),[西] 佐藤正雄,1000,晴,ダート,良,2010年8月21日,2008100879,00722
201001010301,3,1,1,ランギット,牡2,54.0,藤田伸二,1:01.1,クビ,5.0,4.0,464(-4),[西] 昆貢,1000,晴,ダート,良,2010年8月21日,2008100169,00705
201001010301,4,3,3,サツマノホシ,牡2,53.0,丸山元気,1:01.6,3,4.0,3.0,448(-4),[東] 牧光二,1000,晴,ダート,良,2010年8月21日,2008109234,01127
201001010301,5,2,2,ボールドキング,牡2,54.0,吉田隼人,1:02.2,3.1/2,33.8,6.0,466(-2),[西] 中村均,1000,晴,ダート,良,2010年8月21日,2008109242,01095
201001010301,6,4,4,ハコダテイチバン,牡2,54.0,長谷川浩,1:02.5,1.3/4,100.1,8.0,458(+14),[西] 目野哲也,1000,晴,ダート,良,2010年8月21日,2008101511,01084
201001010301,7,7,7,ダイアンスマイル,牝2,54.0,三浦皇成,1:02.5,クビ,10.0,5.0,412(0),[東] 小桧山悟,1000,晴,ダート,良,2010年8月21日,2008101063,01122
201001010301,8,8,8,ガムシャラ,牡2,51.0,西村太一,1:03.1,3.1/2,34.9,7.0,442(-4),[西] 森秀行,1000,晴,ダート,良,2010年8月21日,2008109032,01131
201001010302,1,3,3,ヤマノトップラン,牝3,54.0,秋山真一,1:48.8,,9.4,6.0,466(-2),[西] 須貝彦三,1700,晴,ダート,良,2010年8月21日,2007103882,01019
201001010302,2,7,11,オープンシャッセ,牝3,54.0,武英智,1:48.8,ハナ,3.9,1.0,436(-10),[西] 武宏平,1700,晴,ダート,良,2010年8月21日,2007103055,01048
201001010302,3,8,12,ポロメリア,牝3,54.0,藤田伸二,1:49.0,1.1/4,5.4,3.0,460(-4),[西] 須貝尚介,1700,晴,ダート,良,2010年8月21日,2007101648,00705
201001010302,4,7,10,チェックユアハート,牝3,54.0,岩田康誠,1:49.1,1/2,18.6,7.0,422(0),[東] 伊藤圭三,1700,晴,ダート,良,2010年8月21日,2007100239,05203
201001010302,5,2,2,メイプルリボーン,牝3,54.0,芹沢純一,1:49.6,3,105.6,13.0,398(-6),[西] 鹿戸明,1700,晴,ダート,良,2010年8月21日,2007101888,00674
201001010302,6,1,1,フランボアーズ,牝3,54.0,藤岡佑介,1:49.7,3/4,20.0,9.0,448(-2),[東] 高橋裕,1700,晴,ダート,良,2010年8月21日,2007102019,01093
201001010302,7,5,7,スファレライト,牝3,54.0,池添謙一,1:49.7,クビ,5.1,2.0,446(-10),[西] 小崎憲,1700,晴,ダート,良,2010年8月21日,2007103291,01032
201001010302,8,4,5,アリエナイ,牝3,54.0,上村洋行,1:49.9,1.1/4,19.1,8.0,432(-14),[西] 佐々木晶,1700,晴,ダート,良,2010年8月21日,2007105537,00709
201001010302,9,6,9,アクアオーラ,牝3,51.0,西村太一,1:50.2,1.3/4,85.2,11.0,434(-14),[東] 萩原清,1700,晴,ダート,良,2010年8月21日,2007104766,01131
201001010302,10,8,13,ブロードアウェイク,牝3,53.0,丸山元気,1:50.4,1,8.1,5.0,450(+2),[東] 柴田政人,1700,晴,ダート,良,2010年8月21日,2007100245,01127
201001010302,11,6,8,ボーシュヴァル,牝3,54.0,横山典弘,1:51.2,5,6.2,4.0,456(+10),[東] 伊藤正徳,1700,晴,ダート,良,2010年8月21日,2007102874,00660
201001010302,12,5,6,ピッチカートポルカ,牝3,54.0,武幸四郎,1:51.5,1.3/4,25.4,10.0,462(+4),[西] 増本豊,1700,晴,ダート,良,2010年8月21日,2007100113,01026
201001010302,13,4,4,アルファジュレ,牝3,54.0,中舘英二,1:51.7,1.1/2,89.9,12.0,496(-5),[東] 田村康仁,1700,晴,ダート,良,2010年8月21日,2007103609,00635
201001010303,1,8,13,クレーンズラヴァー,牝3,53.0,丸山元気,1:47.8,,4.2,3.0,434(-5),[東] 清水英克,1700,晴,ダート,良,2010年8月21日,2007103866,01127
201001010303,2,6,9,ジュンノアスカ,牝3,54.0,中谷雄太,1:48.1,1.3/4,14.1,5.0,452(0),[東] 高橋義博,1700,晴,ダート,良,2010年8月21日,2007105996,01038
201001010303,3,3,3,アドマイヤファイン,牝3,54.0,勝浦正樹,1:48.4,2,3.6,2.0,464(-6),[東] 上原博之,1700,晴,ダート,良,2010年8月21日,2007105617,01025
201001010303,4,7,11,スズノチーフベアー,牡3,56.0,荻野琢真,1:48.5,3/4,2.6,1.0,446(+6),[西] 五十嵐忠,1700,晴,ダート,良,2010年8月21日,2007105315,01112
201001010303,5,4,5,ニシノヤッコ,牝3,54.0,三浦皇成,1:49.1,3.1/2,18.0,6.0,452(0),[東] 浅野洋一,1700,晴,ダート,良,2010年8月21日,2007102497,01122
201001010303,6,5,6,ハッピーデュランダ,牡3,56.0,丹内祐次,1:49.2,1/2,22.6,8.0,472(+2),[東] 中川公成,1700,晴,ダート,良,2010年8月21日,2007104610,01091
201001010303,7,4,4,プンジャガハティ,牡3,56.0,黛弘人,1:49.2,ハナ,20.2,7.0,480(-12),[東] 伊藤伸一,1700,晴,ダート,良,2010年8月21日,2007106472,01109
201001010303,8,6,8,ディアナムラ,牝3,54.0,四位洋文,1:49.8,3.1/2,8.7,4.0,474(+4),[東] 田村康仁,1700,晴,ダート,良,2010年8月21日,2007104537,00700
201001010303,9,8,12,シゲルナガマサ,牡3,56.0,長谷川浩,1:49.8,クビ,157.4,10.0,430(-4),[西] 湯窪幸雄,1700,晴,ダート,良,2010年8月21日,2007103600,01084
201001010303,10,7,10,アメージングシチー,牡3,56.0,芹沢純一,1:50.0,1.1/2,198.9,12.0,482(+8),[西] 田所秀孝,1700,晴,ダート,良,2010年8月21日,2007100603,00674
201001010303,11,1,1,スプリングローマ,牡3,53.0,川須栄彦,1:50.3,2,165.1,11.0,478(-6),[東] 柄崎孝,1700,晴,ダート,良,2010年8月21日,2007101107,01128
201001010303,12,5,7,ベルモントルーナ,牝3,54.0,宮崎北斗,1:51.5,7,126.9,9.0,496(-8),[東] 嶋田潤,1700,晴,ダート,良,2010年8月21日,2007104949,01118
201001010303,13,2,2,プレジャーマジン,セ3,56.0,上村洋行,1:53.4,大,218.5,13.0,470(-14),[西] 友道康夫,1700,晴,ダート,良,2010年8月21日,2007103110,00709
201001010304,1,2,2,アドマイヤセプター,牝2,54.0,四位洋文,1:29.3,,1.4,1.0,448(0),[西] 橋田満,1500,晴,芝,良,2010年8月21日,2008103077,00700
201001010304,2,5,7,ドナリーベ,牝2,54.0,秋山真一,1:30.4,7,110.4,10.0,440(0),[西] 須貝尚介,1500,晴,芝,良,2010年8月21日,2008105194,01019
201001010304,3,3,3,ニシノユメマクラ,牝2,54.0,勝浦正樹,1:30.7,1.3/4,38.0,8.0,474(0),[東] 河野通文,1500,晴,芝,良,2010年8月21日,2008102471,01025
201001010304,4,3,4,トウケイローズ,牝2,54.0,三浦皇成,1:30.8,1/2,31.1,7.0,422(0),[西] 五十嵐忠,1500,晴,芝,良,2010年8月21日,2008102250,01122
201001010304,5,5,8,アカマイ,牝2,54.0,藤田伸二,1:31.1,1.3/4,39.5,9.0,440(0),[西] 本田優,1500,晴,芝,良,2010年8月21日,2008100631,00705
201001010304,6,7,12,ビューティーモズ,牝2,54.0,安藤勝己,1:31.3,1.1/4,6.6,2.0,444(0),[西] 鮫島一歩,1500,晴,芝,良,2010年8月21日,2008106213,00945
201001010304,7,8,13,トミケンルティレ,牝2,54.0,柴山雄一,1:31.6,1.3/4,162.9,14.0,394(0),[西] 鈴木孝志,1500,晴,芝,良,2010年8月21日,2008100183,05243
201001010304,8,7,11,マイネタバサ,牝2,54.0,藤岡佑介,1:31.7,3/4,7.9,3.0,414(0),[西] 中村均,1500,晴,芝,良,2010年8月21日,2008104491,01093
201001010304,9,4,6,アカシサフィア,牝2,53.0,丸山元気,1:31.9,1.1/2,153.5,13.0,450(0),[東] 田中清隆,1500,晴,芝,良,2010年8月21日,2008104995,01127
201001010304,10,4,5,バーネット,牝2,54.0,岩田康誠,1:32.5,3.1/2,145.9,12.0,414(0),[東] 松永康利,1500,晴,芝,良,2010年8月21日,2008103453,05203
201001010304,11,6,9,メイクハピネス,牝2,54.0,丸田恭介,1:32.8,1.3/4,16.4,4.0,466(0),[西] 梅田智之,1500,晴,芝,良,2010年8月21日,2008101455,01117
201001010304,12,1,1,ランデブー,牝2,54.0,吉田隼人,1:34.1,8,27.3,5.0,434(0),[西] 池江泰郎,1500,晴,芝,良,2010年8月21日,2008105025,01095
201001010304,13,8,14,クリノミッキー,牝2,54.0,古川吉洋,1:36.4,大,125.0,11.0,462(0),[東] 古賀史生,1500,晴,芝,良,2010年8月21日,2008106193,01015
201001010304,14,6,10,ニューユニヴァース,牝2,54.0,池添謙一,1:36.4,アタマ,28.9,6.0,462(0),[西] 池添兼雄,1500,晴,芝,良,2010年8月21日,2008105275,01032
201001010305,1,2,2,ケイアイブル,牡3,56.0,勝浦正樹,1:47.9,,22.9,9.0,428(-4),[東] 南田美知,1700,晴,ダート,良,2010年8月21日,2007105297,01025
201001010305,2,5,7,ワンダーダーク,牡3,56.0,荻野琢真,1:48.3,2.1/2,19.7,7.0,446(0),[西] 羽月友彦,1700,晴,ダート,良,2010年8月21日,2007105200,01112
201001010305,3,6,8,ナンヨードリーム,牡3,56.0,丸田恭介,1:48.3,クビ,22.8,8.0,480(-10),[東] 池上昌弘,1700,晴,ダート,良,2010年8月21日,2007103361,01117
201001010305,4,4,5,エイダイボルト,牡3,56.0,秋山真一,1:48.5,1.1/4,3.2,2.0,418(-4),[東] 武市康男,1700,晴,ダート,良,2010年8月21日,2007102466,01019
201001010305,5,1,1,ヴィエナトウショウ,牝3,54.0,岩田康誠,1:48.6,クビ,15.2,6.0,484(-2),[東] 浅野洋一,1700,晴,ダート,良,2010年8月21日,2007100639,05203
201001010305,6,4,4,トミケンダンク,牡3,53.0,西村太一,1:48.9,1.3/4,33.6,10.0,446(-4),[東] 水野貴広,1700,晴,ダート,良,2010年8月21日,2007101385,01131
201001010305,7,8,12,イップク,牝3,54.0,古川吉洋,1:49.0,3/4,61.4,11.0,466(+2),[東] 粕谷昌央,1700,晴,ダート,良,2010年8月21日,2007106429,01015
201001010305,8,8,13,トーセンダビンチ,牡3,56.0,藤岡佑介,1:49.4,2.1/2,3.0,1.0,452(-12),[西] 藤原英昭,1700,晴,ダート,良,2010年8月21日,2007102841,01093
201001010305,9,7,11,ラナイダンス,牝3,54.0,宮崎北斗,1:49.4,ハナ,291.8,13.0,406(-4),[東] 高市圭二,1700,晴,ダート,良,2010年8月21日,2007103385,01118
201001010305,10,3,3,イエスマイダーリン,牝3,54.0,武英智,1:49.8,2.1/2,10.3,4.0,504(+4),[東] 河野通文,1700,晴,ダート,良,2010年8月21日,2007105905,01048
201001010305,11,6,9,ウルビエトオルビ,牝3,51.0,川須栄彦,1:50.7,5,189.4,12.0,436(-6),[西] 松元茂樹,1700,晴,ダート,良,2010年8月21日,2007104832,01128
201001010305,12,5,6,トーアミョウリ,牝3,54.0,吉田隼人,1:50.8,クビ,5.5,3.0,492(+8),[西] 矢作芳人,1700,晴,ダート,良,2010年8月21日,2007102481,01095
201001010305,13,7,10,トウカイシエロ,牡3,56.0,柴山雄一,1:51.3,3,13.2,5.0,464(-4),[東] 栗田博憲,1700,晴,ダート,良,2010年8月21日,2007101690,05243
201001010306,1,7,13,リズミカルステップ,牝3,54.0,岩田康誠,1:09.4,,9.4,5.0,450(+6),[東] 尾関知人,1200,晴,芝,良,2010年8月21日,2007100555,05203
201001010306,2,7,14,ユキノラムセス,牡3,56.0,池添謙一,1:09.4,クビ,4.1,1.0,460(-12),[東] 和田正一,1200,晴,芝,良,2010年8月21日,2007100871,01032
201001010306,3,6,12,メイショウオリビア,牝3,54.0,吉田隼人,1:09.5,3/4,7.5,4.0,452(-2),[西] 荒川義之,1200,晴,芝,良,2010年8月21日,2007101559,01095
201001010306,4,4,7,トウカイカレッジ,セ3,53.0,川須栄彦,1:09.5,ハナ,150.2,13.0,430(+6),[東] 後藤由之,1200,晴,芝,良,2010年8月21日,2007106340,01128
201001010306,5,1,1,キャニオンビュー,牝3,54.0,三浦皇成,1:09.6,クビ,6.4,3.0,436(+2),[東] 鹿戸雄一,1200,晴,芝,良,2010年8月21日,2007102917,01122
201001010306,6,2,3,キョウワプレジャー,牝3,54.0,武幸四郎,1:09.9,1.3/4,10.6,6.0,458(-10),[西] 鶴留明雄,1200,晴,芝,良,2010年8月21日,2007104308,01026
201001010306,7,6,11,メジロシールズ,牝3,54.0,柴山雄一,1:09.9,クビ,13.3,8.0,462(-6),[東] 菊川正達,1200,晴,芝,良,2010年8月21日,2007102594,05243
201001010306,8,3,6,ベルベットカフェ,牝3,54.0,長谷川浩,1:10.2,2,28.1,10.0,432(-14),[西] 西浦勝一,1200,晴,芝,良,2010年8月21日,2007105785,01084
201001010306,9,8,15,メランコリー,牝3,54.0,大野拓弥,1:10.2,ハナ,130.0,12.0,460(0),[東] 中野栄治,1200,晴,芝,良,2010年8月21日,2007106109,01096
201001010306,10,5,9,メジロレーガン,牡3,56.0,四位洋文,1:10.2,アタマ,24.7,9.0,476(+6),[西] 田島良保,1200,晴,芝,良,2010年8月21日,2007102596,00700
201001010306,11,4,8,コーラスシチー,牝3,54.0,宮崎北斗,1:10.4,3/4,190.9,15.0,402(-8),[西] 作田誠二,1200,晴,芝,良,2010年8月21日,2007109025,01118
201001010306,12,8,16,メイシャイン,牝3,54.0,中舘英二,1:10.4,クビ,205.6,16.0,448(+4),[東] 松山康久,1200,晴,芝,良,2010年8月21日,2007103217,00635
201001010306,13,3,5,デンファレ,牝3,53.0,丸山元気,1:10.6,1.1/4,12.2,7.0,484(-2),[東] 的場均,1200,晴,芝,良,2010年8月21日,2007101820,01127
201001010306,14,1,2,ハートロック,牡3,56.0,勝浦正樹,1:10.8,1.1/4,38.4,11.0,508(0),[西] 浅見秀一,1200,晴,芝,良,2010年8月21日,2007103283,01025
201001010306,15,2,4,レッドアンバー,牡3,56.0,藤田伸二,1:10.9,3/4,4.2,2.0,462(+2),[西] 田中章博,1200,晴,芝,良,2010年8月21日,2007101710,00705
201001010306,16,5,10,エリモエクセレント,牝3,54.0,上村洋行,1:10.9,アタマ,177.0,14.0,466(+20),[西] 清水出美,1200,晴,芝,良,2010年8月21日,2007101054,00709
201001010307,1,2,2,ツクバグローバル,牡3,54.0,古川吉洋,0:59.5,,22.8,6.0,474(+4),[東] 土田稔,1000,晴,ダート,良,2010年8月21日,2007110120,01015
201001010307,2,8,11,マジカルシェイプ,牝4,55.0,大野拓弥,0:59.9,2.1/2,284.8,11.0,466(-2),[東] 藤原辰雄,1000,晴,ダート,良,2010年8月21日,2006105536,01096
201001010307,3,1,1,スピーディセイコー,牡5,57.0,横山典弘,0:59.9,アタマ,4.2,3.0,488(0),[東] 鈴木康弘,1000,晴,ダート,良,2010年8月21日,2005102558,00660
201001010307,4,6,8,スニーカーブルース,牡6,57.0,藤岡佑介,0:59.9,アタマ,2.9,1.0,448(0),[西] 平田修,1000,晴,ダート,良,2010年8月21日,2004104671,01093
201001010307,5,6,7,ムスタングリーダー,牡3,54.0,武豊,1:00.0,クビ,9.5,5.0,424(+22),[西] 笹田和秀,1000,晴,ダート,良,2010年8月21日,2007106262,00666
201001010307,6,7,9,キセキ,牡3,53.0,丸山元気,1:00.2,1.1/4,79.6,9.0,468(-20),[西] 浅見秀一,1000,晴,ダート,良,2010年8月21日,2007100943,01127
201001010307,7,8,12,エリザベスムーン,牝4,55.0,荻野琢真,1:00.5,1.3/4,48.4,8.0,482(+12),[西] 大久保龍,1000,晴,ダート,良,2010年8月21日,2006102906,01112
201001010307,8,4,4,シーフォーアイ,牡4,57.0,安藤勝己,1:00.7,1.1/2,3.9,2.0,536(-6),[東] 岩戸孝樹,1000,晴,ダート,良,2010年8月21日,2006100830,00945
201001010307,9,3,3,メインヴォーカル,牡5,57.0,丸田恭介,1:00.8,3/4,26.7,7.0,456(-8),[東] 坂本勝美,1000,晴,ダート,良,2010年8月21日,2005102300,01117
201001010307,10,5,5,グレイシス,牝4,52.0,西村太一,1:01.1,2,344.2,12.0,458(+4),[東] 大江原哲,1000,晴,ダート,良,2010年8月21日,2006106827,01131
201001010307,11,7,10,イーサンバブル,セ4,57.0,柴山雄一,1:02.3,7,116.2,10.0,488(+16),[東] 牧光二,1000,晴,ダート,良,2010年8月21日,2006105591,05243
201001010307,12,5,6,ホワイトクルーザー,牝4,55.0,吉田隼人,1:08.9,大,5.5,4.0,444(0),[東] 伊藤圭三,1000,晴,ダート,良,2010年8月21日,2006100951,01095
201001010308,1,8,13,キングスデライト,牡6,57.0,吉田隼人,1:49.4,,22.6,7.0,522(-8),[西] 河内洋,1800,晴,芝,良,2010年8月21日,2004103305,01095
201001010308,2,3,3,トーセンピナクル,牝3,52.0,四位洋文,1:49.4,クビ,39.9,9.0,458(0),[東] 後藤由之,1800,晴,芝,良,2010年8月21日,2007105292,00700
201001010308,3,7,12,スペースアーク,牡3,54.0,岩田康誠,1:49.6,1.1/4,14.5,5.0,480(-2),[東] 堀宣行,1800,晴,芝,良,2010年8月21日,2007103186,05203
201001010308,4,2,2,シャイニーブレーヴ,牡3,54.0,藤岡佑介,1:49.6,クビ,8.1,4.0,444(-6),[西] 湯窪幸雄,1800,晴,芝,良,2010年8月21日,2007106288,01093
201001010308,5,3,4,ヴァンダライズ,牡3,54.0,武豊,1:49.6,アタマ,7.6,3.0,466(+10),[西] 中竹和也,1800,晴,芝,良,2010年8月21日,2007105621,00666
201001010308,6,1,1,アドマイヤロイヤル,牡3,54.0,安藤勝己,1:49.7,クビ,1.8,1.0,506(-6),[西] 橋田満,1800,晴,芝,良,2010年8月21日,2007103350,00945
201001010308,7,6,10,アルマトゥーラ,牡3,54.0,勝浦正樹,1:49.9,1.1/4,30.2,8.0,466(-6),[東] 斎藤誠,1800,晴,芝,良,2010年8月21日,2007105270,01025
201001010308,8,5,7,シングルショット,牡5,57.0,池添謙一,1:49.9,クビ,123.9,11.0,510(-6),[西] 五十嵐忠,1800,晴,芝,良,2010年8月21日,2005106725,01032
201001010308,9,7,11,ホーカーシーホーク,牡4,57.0,川須栄彦,1:50.0,クビ,466.3,14.0,442(-4),[東] 保田一隆,1800,晴,芝,良,2010年8月21日,2006104560,01128
201001010308,10,4,6,エルプレジデンテ,牡4,57.0,佐藤哲三,1:50.1,1/2,21.3,6.0,436(-16),[西] 佐々木晶,1800,晴,芝,良,2010年8月21日,2006102209,00682
201001010308,11,4,5,ザクリエイション,牡4,57.0,横山典弘,1:50.3,1.1/2,5.2,2.0,514(0),[東] 鈴木伸尋,1800,晴,芝,良,2010年8月21日,2006105548,00660
201001010308,12,6,9,フレンドリードレス,牝4,55.0,丹内祐次,1:50.3,クビ,289.4,13.0,414(+20),[東] 中川公成,1800,晴,芝,良,2010年8月21日,2006105437,01091
201001010308,13,8,14,キングオブロマネ,セ6,57.0,丸山元気,1:51.0,4,202.3,12.0,490(+2),[東] 本郷一彦,1800,晴,芝,良,2010年8月21日,2004102936,01127
201001010308,14,5,8,ガルビスティー,牡3,54.0,中舘英二,1:51.7,4,51.6,10.0,490(0),[西] 矢作芳人,1800,晴,芝,良,2010年8月21日,2007110075,00635
201001010309,1,4,8,ミッキーミラクル,牡5,56.0,横山典弘,1:59.7,,10.6,5.0,532(-4),[東] 藤沢和雄,2000,晴,芝,良,2010年8月21日,2005102295,00660
201001010309,2,5,9,ダークエンジェル,牝5,53.0,古川吉洋,1:59.7,アタマ,16.6,6.0,442(-2),[東] 古賀慎明,2000,晴,芝,良,2010年8月21日,2005102538,01015
201001010309,3,7,14,バルバレスコ,牡7,50.0,大野拓弥,1:59.9,1.1/4,26.3,9.0,472(-8),[東] 中野栄治,2000,晴,芝,良,2010年8月21日,2003104334,01096
201001010309,4,1,2,モズ,牡3,53.0,吉田隼人,1:59.9,ハナ,16.8,7.0,464(0),[西] 矢作芳人,2000,晴,芝,良,2010年8月21日,2007102380,01095
201001010309,5,4,7,シルクアーネスト,牡3,54.0,池添謙一,1:59.9,クビ,3.5,1.0,484(+6),[西] 池添兼雄,2000,晴,芝,良,2010年8月21日,2007104804,01032
201001010309,6,2,3,ミッキーパンプキン,牡4,57.0,四位洋文,2:00.0,クビ,7.5,4.0,444(0),[西] 清水出美,2000,晴,芝,良,2010年8月21日,2006102738,00700
201001010309,7,2,4,ダイバーシティ,牡5,56.0,上村洋行,2:00.0,ハナ,29.3,10.0,456(-12),[東] 小西一男,2000,晴,芝,良,2010年8月21日,2005102698,00709
201001010309,8,7,13,ライオングラス,セ6,53.0,三浦皇成,2:00.1,1/2,19.8,8.0,490(+6),[東] 尾関知人,2000,晴,芝,良,2010年8月21日,2004110150,01122
201001010309,9,3,6,ケイアイライジン,牡4,58.0,藤田伸二,2:00.1,ハナ,4.2,2.0,508(0),[東] 尾形充弘,2000,晴,芝,良,2010年8月21日,2006106135,00705
201001010309,10,1,1,トウカイプライム,牡5,53.0,柴山雄一,2:00.2,1/2,45.4,13.0,562(0),[東] 成島英春,2000,晴,芝,良,2010年8月21日,2005106571,05243
201001010309,11,5,10,フサイチアソート,セ5,54.0,丹内祐次,2:00.2,クビ,257.2,16.0,436(-2),[東] 岩戸孝樹,2000,晴,芝,良,2010年8月21日,2005102469,01091
201001010309,12,6,12,エーケーサンライズ,牡5,54.0,藤岡佑介,2:00.2,ハナ,54.4,14.0,460(-4),[西] 庄野靖志,2000,晴,芝,良,2010年8月21日,2005102999,01093
201001010309,13,8,15,ドリームトレジャー,牡5,52.0,中谷雄太,2:00.2,ハナ,103.3,15.0,470(-2),[東] 阿部新生,2000,晴,芝,良,2010年8月21日,2005103326,01038
201001010309,14,3,5,シェーンヴァルト,牡4,58.5,安藤勝己,2:00.4,1.1/4,6.9,3.0,474(+4),[西] 岡田稲男,2000,晴,芝,良,2010年8月21日,2006103218,00945
201001010309,15,6,11,クリスタルウイング,牡5,56.0,丸山元気,2:00.4,クビ,30.1,11.0,476(-10),[東] 藤沢和雄,2000,晴,芝,良,2010年8月21日,2005102640,01127
201001010309,16,8,16,ダンツホウテイ,牡5,57.0,秋山真一,2:00.5,クビ,36.6,12.0,470(0),[西] 本田優,2000,晴,芝,良,2010年8月21日,2005100554,01019
201001010310,1,8,12,アークビスティー,牡4,57.0,藤岡佑介,1:47.1,,3.1,1.0,538(+12),[西] 矢作芳人,1700,晴,ダート,良,2010年8月21日,2006110013,01093
201001010310,2,3,3,モエレジンダイコ,牡5,57.0,丹内祐次,1:47.2,1/2,10.4,5.0,470(0),[東] 大江原哲,1700,晴,ダート,良,2010年8月21日,2005104415,01091
201001010310,3,2,2,ハギノリベラ,牡4,57.0,安藤勝己,1:47.6,2.1/2,4.2,3.0,520(-4),[西] 鮫島一歩,1700,晴,ダート,良,2010年8月21日,2006106413,00945
201001010310,4,6,8,プロヴィデンス,牡4,57.0,丸田恭介,1:47.6,アタマ,3.7,2.0,502(-4),[東] 二ノ宮敬,1700,晴,ダート,良,2010年8月21日,2006105474,01117
201001010310,5,4,4,エスジーストリーム,牡5,57.0,藤田伸二,1:47.7,1/2,6.3,4.0,478(-4),[西] 藤岡範士,1700,晴,ダート,良,2010年8月21日,2005110154,00705
201001010310,6,6,9,シャドウブルース,牡6,57.0,勝浦正樹,1:48.3,3.1/2,44.9,8.0,502(+12),[東] 河野通文,1700,晴,ダート,良,2010年8月21日,2004103083,01025
201001010310,7,4,5,ビッグジャンパー,牡4,57.0,大野拓弥,1:48.3,クビ,155.1,11.0,444(0),[東] 藤原辰雄,1700,晴,ダート,良,2010年8月21日,2006106770,01096
201001010310,8,7,11,コアレススキャン,牡3,51.0,川須栄彦,1:48.4,クビ,24.1,7.0,456(-12),[西] 須貝彦三,1700,晴,ダート,良,2010年8月21日,2007103506,01128
201001010310,9,5,7,チューリングマシン,牡3,54.0,柴山雄一,1:49.5,7,95.2,10.0,472(-8),[東] 粕谷昌央,1700,晴,ダート,良,2010年8月21日,2007102369,05243
201001010310,10,7,10,マスターソニック,牡4,57.0,中舘英二,1:49.6,クビ,55.0,9.0,500(-12),[西] 梅田康雄,1700,晴,ダート,良,2010年8月21日,2006106526,00635
201001010310,11,8,13,ファートゥム,牡6,57.0,吉田隼人,1:49.6,クビ,233.2,13.0,442(-8),[東] 平井雄二,1700,晴,ダート,良,2010年8月21日,2004104151,01095
